ID,title,location,salary,summary
4d847e236cb125dd,[실내배송로봇 연구개발] - Robotics Software Engineer 외,서울 강서구,정규직,"로보틱스 기술 분야에 대한 이해 및 개발 경험- C / C++ or 
Python 이해 및 개발 능숙[우대사항]- 실내 자율 주행 개발 프로젝트 수행... 개발 경험- C / C++ or 
Python 이해 및 개발 능숙[우대사항..."
7202a4c549df9ccf,보안 검수/분석 담당자 모집,서울 구로구,,"3년 이상의 모의해킹 경험(웹, 모바일 애플리케이션 등) - 한 가지 이상의 언어의 개발능력 보유 (
Python, Go 등 ) - ARM, X86 아키텍처 환경의 리버스 엔지니어링 경험 우대조건 - 게임 모의해킹 또는..."
87309d3ff40ead61,딥러닝 AI 개발 연구원,성남 수정구,정규직,"시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python"
6909ce8f3ceb4814,2022년 스마트팩토리(인공지능) 전문인력양성 교육생,서울,정규직,"통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
55a19c92c845685e,Developer / Designer recruit,서울 논현동,,"language (i.e 
Python, Ruby, Java, .Net... High proficiency in 
Python... knowledge... least one 
Python web framework..."
e742db63ad7e269f,프론트엔드 개발자/디자이너/기획/마케터 정직원,성남 수정구,"연봉 30,000,000원 - 35,000,000원정규직","JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>HDML|인터넷·IT·통신·모바일·게임>웹프로그래머>APM|인터넷..."
4721ceaf47437a8b,BI팀 채용,용인 기흥구,정규직,"해석 1. 학력 : 석사이상 (2개월 이내 근무 가능자) 2. 생명정보학 전공자 3. 프로그래밍 가능자 (
Python, Perl, R 등) 4. Germline / Somatic / Cell-free DNA NGS 데이터를..."
c04680232735292a,가상자산 트레이딩 / 시스템 개발자,서울 강남구,정규직,"및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 금융·보험·증권>투자·분석·증권·외환>자산관리|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++"
ca5b2f6d10c6f5b2,[데이터 프로덕트] MLOps 개발자,성남 판교역,정규직,"년 이상 또는 관련 분야 학위(석사/박사) 소지 ⁃ 필수 언어/도구: kubernetes, docker, 
python, shell script, YAML, git #우대사항 ⁃ 대용량 실시간 서비스 개발, 운영 경험이 있으..."
b22adf00b47eaa32,AI Research Engineer,서울,정규직,"PyTorch, Caffe, and MxNet - Strong programming skills with 
Python and C/C++ - Experiences in programming and testing in Linux..."
44f52ea73a6d25da,기술 문서 작성 전문가,성남 분당구,"연봉 40,000,000원 - 100,000,000원정규직","모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
21a968652918907e,소프트웨어(SW) 개발,서울 영등포구,정규직,"통신·모바일·게임>빅데이터·AI(인공지능)>비전인식|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
7e84d50ec4d60c1d,네트워크 엔지니어 모집,서울 구로구,,"네트워크 설계, 구축, 운영 경험 - 오픈소스 기반의 네트워킹 솔루션 설치 및 운영 - 개발 언어 지식 (
Python, Ansible 등) - CCIE 자격증 소지자 * 국가보훈대상자 및 장애인은 관련법령에 의거하여 우대합..."
6efec1eb3c65d77d,Offline to Online (O2O) / App Member Analyst Manager - Nike...,서울,정규직,"Visualization tools, Database clients (SQL), statistical tools, 
Python for data, Web analytics, clickstream, etc. SQL skills..."
89c68d96e88268b1,2022년 상반기 정보보안 엔지니어 - 취약점파트,서울 금천구,정규직,"Top 10에 대한 설명과 구현/조치 가능 국내 컴플라이언스 대응 경험 (주요정보통신기반시설 가이드 등) 
Python 활용자 Kali 및 Metasploit 경험자-군필자, 경력자, 관련 학과 졸업자 우대 * 자격요건과 우대..."
f94fd2fd0e93cb5c,[데이터 프로덕트] 데이터 엔지니어 모집,성남 판교역,정규직,"엔지니어링 2년 이상 업무경험 보유자 ⁃ 하둡 에코시스템의 전반적 이해를 바탕으로 ETL 가능하신 분 ⁃ 
python(필수), java, go, bash 등 언어 중 하나 이상 활용 가능하신 분 ⁃ 새로운 기술에 대한 관심이..."
65d17e4704beb445,네트워크 보안 담당자 채용,서울 중학동,정규직,"정보보안기사 등 관련 자격증을 보유하신 분 - 포렌식 업무 경험 또는 관련 자격증을 보유하신 분 - Java, 
Python 등 프로그래밍 언어가 능숙하신 분 근무조건 [근무조건] - 근무형태 : 정규직 - 모집인원 : 명..."
d321f3119ec69587,시스템 엔지니어 모집,서울 구로구,,"경험 - 컨테이너 기술을 이용한 운영 경험 - 오픈소스 기반을 활용한 시스템 구축 경험 - 개발 언어 지식 (
Python, Ansible 등) * 국가보훈대상자 및 장애인은 관련법령에 의거하여 우대합니다. * 서류전형 합격..."
8b5826f367d5c122,렌더링 엔진 개발자 모집,성남 백현동,정규직,"디자인 패턴, ReactiveX 활용 경험 - Java, Swift(Objective C), Lua, 
Python 등 다양한 언어 경험 - Computer Graphics 이해 - Image Processing 이해..."
e13c32ba4eff23da,패션고 추천모델링 연구 개발,성남 판교역,,"튜닝, AB테스트, 결과 해석 등) - 리눅스 환경에서 머신 러닝 및 데이터 분석 관련 언어, 라이브러리(
Python, R, SQL, tensorflow 등) 능숙한 활용 - 통계, 머신 러닝 등 관련 분야(통계학,산업..."
e6f79134827d23a7,데이터분석 전문가 모집,서울 남대문로5가,정규직,"Data Studio R 
Python 담당 직무 11번가 데이터분석팀에... 용한 데이터 시각화 업무 경험이 있으신 분 •데이터 분석을 위한 R, 
Python등 프로그래밍 언어 활용이 가능하신 분 근무지 서울 스퀘어 지원..."
d8ede1205c7d2ec8,보안개발(자동화) 담당자 모집,서울 구로구,,"있으신 분 - Git 사용 경험이 있으신 분 - 원활한 커뮤니케이션 능력을 보유하신 분 우대조건 - 
Python Django 기반 백엔드 개발 경험 - Vue.js / React / Angular등 프론트엔드 프레임..."
56f7e20b3cd3199e,하반기 경력사원 공개,경기도 용인,정규직,"규직 자격요건 - 학사 이상, 경력 3년 이상 - 리눅스환경/프로그래밍 활용능력 보유 (C＋＋, Java, 
Python) - 웹/모바일 기반 응용 프로그램 개발 경력 우대 - ROS/ROS2 프로그램 개발 경력 우대 주요업무..."
1a58bbde08918b54,[인턴십] 센서 실험실 엔지니어 (12개월),서울 강남구,,"학사.석사 재학생 및 휴학생 - 
Python 등 소프트웨어 언어 사용 경험... 험실 관리 지원- 전공 무관 / 대학교 학사.석사 재학생 및 휴학생- 
Python 등 소프트웨어 언어 사용 경험이 있는 분- 12개월 간 업무를 진행..."
2a1f4f300dd30f73,"QA 엔지니어, 테스터 엔지니어 계약직, 인턴",서울 중구,계약직 +1,"있으신 분• Kurbernetes, Docker와 같은 컨테이너 환경에 익숙하거나 개발 경험이 있으신 분• 
Python, Javascript 등의 스크립트 언어 사용 경험이 있으신 분 1 명 근무조건 고용형태: 계약직(근무기..."
a3db0fef10f726b8,데이터 엔지니어 모집,서울 구로구,,"REST API 개발 - 데이터 파이프라인 설계 및 개발 운영 자동화 자격요건 - Java 또는 
Python 관련 경력 3년 이상 - Git / Bash Shell Script 사용 능력 보유 - 운영 서비스 자동화..."
05a2b906f5c7b51e,"전사 협업 플랫폼(Jira, Confluence, Slack) 운영 담당자 영입",성남 백현동,정규직,"개발 경력 3년 이상, 전산 관련 학과 학사 이상 또는 동일한 자격을 보유하신 분 - Java, kotlin, 
python, Javascript(node.js) 등 하나 이상의 언어에 익숙하고, 개발 백그라운드가 있으신 분..."
c47568a5a71d438e,2022년 ICT이노베이션스퀘어 인공지능(AI)/블록체인 3기 교육생,서울,정규직,"통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
f6e8740c369a1a55,[개발자 ] 빅데이터플랫폼 / Python 개발 경력자,안양 동안구,정규직,"터플랫폼 / 
Python 개발 경력자 모집부문 및 자격요건 담당업무자격요건인원ㆍ백엔드 [자격요건]ㆍ경력 : 경력 3년 이상ㆍ
Python, Docker... 래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python"
8ab99f09dbabedc5,Software Engineer Intern,서울,임시직 +1,"nationals with valid residential status in Korea. Fluent in 
Python, shell scripts and C/C++. Fluent in JavaScript, HTML..."
35edadb6d2243223,[AI 가상인간 기술 스타트업] (주)유어라운드 AI 연구개발자,서울 마포구,정규직,"이동, 전송 등의 작업)- 딥러닝 모델에 대한 기본적인 지식 보유자- 
Python으로 코드작성이 가능하신 분- 이미지 데이터 처리 경험이 있으신 분... 게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임..."
9ad0dd9ae5033379,[TmaxEdu/R&D] Edu 연구 개발자,성남 분당구,정규직,"CSS, JavaScript, TypeScript [Server 개발(사용 언어)] - Java, 
Python, SQL [Framework(사용 언어)] - React.js, Spring [입사 지원 시 참고 사항..."
2922d060df496221,Scrum Master (Machine Learning),서울,,"Learning Experience in multiple programming languages (e.g, 
Python, Java, C , C++ etc) Experience in software architecture..."
8939aa3561d700c2,응용소프트웨어 신입 경력 초빙,서울 성북구,"연봉 25,000,000원 - 30,000,000원정규직","(주)쿠노소프트 인공지능(AI), 
Python 외 신입/경력 정규직 채용... 래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC..."
e6505346ac1f2bee,데이터 분석 및 지표 설계,경기도 성남,정규직,"활하신 분 - 스프레드시트, Excel 등을 활용하여 데이터 검토가 가능하신 분 [우대사항] - R, 
Python 등 데이터 분석을 위한 개발언어 스킬을 보유하신 분 - 미디어플랫폼 비즈니스 경험이 있거나 관심이 있으..."
4d581909a8a1b251,Systems Administrator,서울,정규직,"Active Directory, DNS & DHCP Intermediate to Advanced 
Python 2 & 3 skills required. JavaScript/PHP/Bash skills are beneficial..."
d907329ce83b7fc7,ESS 기반 에너지 블록체인 전력거래 서비스 추가 개발 및 운영 백엔드 개발자,서울 강북구,"연봉 30,000,000원 - 35,000,000원정규직","격요건]경력사항: 신입, 경력()학력사항: 학력무관직무기술: Node.js, javascript, AWS, 
Python 1 명 근무조건 고용형태: 계약직(근무기간 협의 후 결정, 수습기간 3개월, 정규직 전환검토), 프리랜서..."
3968623aa3e729c8,디지털미디어[Digital Media] Video 엔지니어 - 글로벌 OTT서비스 기업,서울 강남구,정규직,"게임>멀티미디어(동영상·음향)>코덱·인코딩|인터넷·IT·통신·모바일·게임>멀티미디어(동영상·음향)>멀티미디어기획|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python"
681608bebd3b74e8,GUI 시스템 개발,서울 송파구,정규직,"로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머..."
65e5783ea4783e38,[HYBE] 소프트웨어 엔지니어 (풀스택 개발자),서울 용산구,정규직,"보유한 분HTML, CSS, Javascript등에 능숙하신 분Java, C#, Kotlin, Scala, 
Python중 하나 이상의 언어 사용 경험Rest API 또는 RPC 개발 경험이 있으신 분블록체인에 대한 이해와..."
48c56fc0745c828e,D-lab 팀원 모집,서울 여의도,정규직,"Spark 등) - Data Pipeline 구성, 모니터링 및 성능 최적화 (Tableau 또는 
Python Torch, Tensorflow 등 ML Library와 BI 분석을 위한 데이터 공급) 2) Back..."
58cc2cc0f2b4d847,[EY한영] 전략·재무자문본부 가치평가팀 파생상품 경력직 모집,서울 영등포구,,"사항] - 금융공학/수학/컴퓨터공학/산업공학 관련 전공자 - 파생상품 평가관련 지식 보유자 - C++/C, 
Python, VBA 활용 개발 유경험자 [전형절차] - 1차 서류 심사 - 2차 실무/임원 면접 *서류..."
9411f32a856fe635,카드 업무자동화 개발 및 운영 경력사원 채용,서울 상암동,정규직,"0명) [필수사항] ㅇ RPA 개발 및 운영 2년 이상 경험자 ㅇJava, Javascript, C#, 
Python 개발 경험 [우대사항] ㅇ 다양한 RPA 시스템 개발 및 구축 경험자 ㅇ금융권 여신업무 개발 및 운영 2..."
71ddb237f5156dc7,[NHN DATA] 데이터처리 플랫폼 개발자 경력,성남 분당구,정규직,"분석 경험- 데이터 기반의 문제해결 역량 및 논리적 사고- Java, 
Python, Scala 중 최소 1가지 언어를 이용한 데이터 분석 및 소프트웨... 게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임..."
de6547a5f2894d76,리서치(사회조사/마케팅/시장조사) 연구원 신입/경력 정규직,서울 성동구,정규직,"PowerPoint 이용 문서작성 능숙자 SPSS, AMOS, R, 
Python 등 관련 툴 사용 가능자 주식회사 리서치앤유 리서치(사회조사/마케팅... 숙자SPSS, AMOS, R, 
Python 등 관련 툴 사용 가능자 1 명..."
79fb95da6dff4025,하반기 신입(채용 연계형 인턴) 수시채용,서울 마곡동,계약직 +1,"Python, R, 기타 코딩 능력 보유자 또는 통계 분석에 대한 기초 지식 보유자 중 1개 해당자 우대사항 · 통계 분석에 대한 기초 지식 보유자 · 기초 프로그래밍 코딩 구현 능력 보유자 (
Python or R..."
ba7f56279571beb0,"2022년 6월 경력사원 (자동차전지생산/PM, 소형전지생산)",청주 오창읍,,"개발 - 빅데이터 분석 및 머신러닝/딥러닝 시스템 개발 필수사항 - 
Python 프로그래밍 경험자 우대사항 - 영어/중국어/폴란드어 회화 가능자 - 
Python 사용 가능자 (Pytorch, Tensorflow, Pandas..."
5af57e7e35d34c29,[넥슨코리아] 사내 인프라팀 DBA (SQL Server),경기도 성남,,"프로세스의 이해, 개발 프로젝트 구축 및 지원 경험 - 자동화를 위한 스크립트(powershell, bash, 
python 등) 경험 - Windows, Linux 등 서버 OS에 대한 기본 이해 - AWS, Azure..."
8ce6cbedafd12e14,[쿠키런: 오븐브레이크] 데이터 분석가 (경력),서울 강남구,정규직,"text-align: center; } 지원하기 인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>데이터분석|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python"
6463e7d8d2f98552,[취업연계] AI 클라우드/메타버스 영상인식 교육생,부산,정규직,"통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임... 로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷..."
4a49e902c54a6b51,소프트웨어 개발자 (WebRTC UC & Collaboration),서울 금천구,정규직,"웹프로그래머>Servlet|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP|인터넷·IT·통신... 통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임..."
0229342521a71f63,(주)리얼데이터 분석컨설팅 인력,서울 성동구,정규직,"이터·AI(인공지능)>데이터마이닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R"
ed8bb1b94838f911,(주)제때 2022년 하반기 대졸공채,서울 중구,"연봉 40,000,000원 - 50,000,000원정규직","C#|인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|유통·물류·운송·운전>운송·물류>물류관리|유통·물류·운송·운전>운송·물류>입출고관리|유통·물류·운송·운전..."
3b7dbdf85a326a6d,국내 대기업 - AI 및 딥러닝 관련 경력자,서울,정규직,"관련 전문 지식 있는 분 - 
Python 또는 Scala, JAVA 활용... 레임워크 활용 역량 좋은 분- 자연어처리 관련 전문 지식 있는 분- 
Python 또는 Scala, JAVA 활용 역량- 미디어/커머스/전자/IT 업계..."
ac9068957c550cb3,데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,정규직,"대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/
Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를..."
3baeeb38be431566,"R&D Engineer, Sr Staff",경기도 성남,,"EDA Tools development Experience in scripting languages (bash, 
Python, TCL) Design, implementation and maintenance of new..."
343928cf14a59bf7,클라우드 (플랫폼 운영),서울 마포구,정규직,"통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python"
b0002ec04b6e2347,[11번가] System Engineer 분야,서울 중구,정규직,"이런 일을 합니다.[Linux, IaC(
python, java, bash 등), Private/public Cloud, Web/WAS/Cache/ELK ]시스템엔지니어링 조직은 대용량 DBMS, 대규모 가상화 클러스터 및..."
8d43cb4ea87ff50c,[하나금융융합기술원] Computer Vision 경력사원 모집,인천 청라동,정규직,"딥러닝 프레임워크(TensorFlow, PyTorch등) 기반 컴퓨터비전 연구개발 경험 · 프로그래밍(
Python, C/C++ 등) 능력 [우대사항] ·컴퓨터 그래픽스 이해/구현/활용 경험 ·AI관련 최신 논문의 이해/구현..."
6b5c350fc0d0fb81,딥러닝 영상처리 소프트웨어 개발자,서울 성동구,"연봉 30,000,000원 - 35,000,000원정규직","C, C++, C#, WPF, 
Python 언어 등 개발 - 개발 프로젝트... 개발- 영상처리 알고리즘 개발 경험자- C, C++, C#, WPF, 
Python 언어 등 개발- 개발 프로젝트 실무 경험 우대 -> TCP, UDP..."
4640ad1432abe28f,[메이플스토리 유니버스] MOD N 게임 서버 프로그래머,경기도 성남,,"능숙하신 분 - 네트워크 프로그래밍, 멀티 스레드 프로그래밍 경험이 있으신 분 - C#, Java, 
Python 등을 활용해서 API 서비스 개발 경험이 있으신 분 - NoSQL(MongoDB, DynamoDB 등)에..."
a9043783ae081743,금융 Data scientist,서울 송파구,정규직,". R, 
Python, SQL 등을 활용한 기본적인 데이터 처리 및 분석 경험... 직책]근무부서: 플랫폼부문직급/직책: 팀원, 대리, 사원 [자격요건]. R, 
Python, SQL 등을 활용한 기본적인 데이터 처리 및 분석 경험..."
a5314104cb10c9a6,Web RTC UC & Collaboration Frontend & Backend Developer,서울 금천구,정규직,"JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL..."
d5ba297babedd69d,정보보호 담당자,서울 구로구,,"및 금융감독원 등 규제기관 검사 대응 경험자 - 정보보안(시스템/네트워크/개발 보안) 지식 보유자 - 
Python/JAVA 등 프로그래밍 개발 역량 보유자 - 원활한 커뮤니케이션 능력 보유자 전형방법 - 서류전형..."
1d0e51e2e431995b,[농심ENG] 신입/경력사원 정기채용,서울 신대방동,정규직,"프로세싱 알고리즘 개발 경험자 - Open CV, Halcon, 
Python 사용자 - Vision SW 개발 경험자 - Deep Learning... Open CV, Halcon, 
Python 사용자 - Vision SW..."
6b6f63de9b079ee4,AI 모델 개발 경력 모집,성남 삼평동,정규직,"요건 필수 학력 : 학사 이상 전공 : 관련 분야 전공 경력 : 개발 경력 한정 만 5년 ~ 10년 
Python 기반 딥러닝 프레임워크(Tensorflow, keras, pytorch 등) 숙련자 및 AI 모델 개발..."
45ef50c3481fd92f,[신용리스크모델링 Intern] 개인 신용평가모형 개발 및 운영직(채용 연계형),성남 삼평동,계약직 +1,"Learning을 비롯한 최신 통계모형을 활용하여 신용평가모형을 개발하고 운영합니다. SAS, SQL, 
Python, R 등을 활용한 데이터 분석 능력이 필요하며, 데이터 분석 대회에서 입상한 분, 통계/수학/산업공학/상경계..."
d8bf0b3f566b88f8,Blockchain Game Service Server Engineer,성남 분당구,정규직,"경력에 준하는 웹 개발 기본 지식을 보유 하신 분웹언어 (Java, 
Python, C#, PHP 등)을 이용한 Back-End 개발 경력이 5년 이상... 통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임..."
7cf54cae7c39d652,카카오커머스 데이터 분석 엔지니어 모집,성남 판교역,정규직,"지원자격 데이터 엔지니어 경력 3년 이상 Spark 중급 이상 사용자 프로그램 개발(Java, Scala, 
Python 등) 중급 이상 기술 보유자 대용량 데이터에 대한 실시간/배치 서비스 개발 운영 경험자 우대사항..."
a23f85fb517d251d,"Software Engineer (R&D, Senior)",서울,,"DEOS, etc) Experience in multiple programming languages (e.g, 
Python, Java, C , C++, Assembly etc) Experience in software..."
aad883a7480dc3ce,데이터사업 신입사원 채용,서울 순화동,정규직,"우대사항 L-TAB / 면접유형 담당업무 근무지 데이터사업 (0명) 데이터분석 관련 전공 R, 
Python 활용 가능자 L-TAB : 인적성진단(온라인) 면접유형 : 역량면접, PT면접, 인성면접 데이터..."
a91bcf14dd7070ae,[양재역] Node서버 개발자 (사원~과장급),서울 서초구,정규직,"발자간 의사소통이 원활한 분 - 
python selenium으로 웹 크롤링... 소통하고 책임감 있는 분[우대사항]- 개발자간 의사소통이 원활한 분- 
python selenium으로 웹 크롤링을 해본 분- socket 통신 경험자..."
4dc59712378908df,Software Engineer,서울,정규직,"Engineering (or Advanced degree) Good knowledge of C, C#, 
Python, Linux/RTOS driver Knowledge of Embedded Systems..."
34b62996eac33ea2,플랫폼 서비스운영 SRE 모집,성남 판교역,,"CD, Terraform 등의 Provisioning 자동화 구현 - 
Python, Shell, Powershell 등의 Server side 자동화... DNS 동작 원리 이해 - 
Python, Shell, Powershell..."
d3a0ad55dbeea463,[넥슨코리아] Devops 엔지니어 (데이터 파이프라인),경기도 성남,,"Azure, GCP 등 클라우드 환경에서 업무 경험이 있으신 분 - Shell Script, SQL, 
Python, Go 등 한 개 이상의 언어로 개발이 가능하신 분 - 최신 기술 동향을 놓치지 않고, 문제를 해결함에..."
ac9b3a55c7379ad1,리스크/회계 시스템 담당자 채용,서울 중학동,정규직,"Oracle/MySQL 등) 쿼리 개발 경험을 보유하신 분 - SW 개발 능력을 보유하신 분(Java/
Python 등) 우대사항 - 은행 정보계 시스템(DW/규제/회계/리스크) 운영 경험을 보유하신 분 - Linux 서버..."
d49618d656468d9b,데이터 분석가,서울 송파구,정규직,"및 분석, 개선- 서비스화를 위한 플랫폼 적용✔️ 필요 역량입니다.- 분석 업무 3~10년 이하 이신 분- 
python 언어를 통한 분석 가능하신 분- 분석을 통한 실제 비즈니스 문제 해결 경험- 다양한 직군과의 커뮤니케이션..."
f5db967bfdd0390f,빅데이터 리더 정규직,안양 동안구,정규직,"모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일..."
df5ab705f3a414ee,"Sr. Application Architect, Professional Services",서울,정규직,"C#, Swift, Node.js, 
Python, Go, or Ruby... JavaScript, C / C ++, C #, Swift, Node.js, 
Python, Go 또는 Ruby 중 두 개 이상의 언어를 활용한 코딩..."
962a7484bf6a2466,백엔드 플랫폼 개발 유지보수,경기도 성남,정규직,"Phoenix DB 개발 유지 보수 [ 자격요건] - 경력 4년 이상이신 분 - PHP, Java, 
Python, Apache, Html5, MySQL Javascript, Linux 등 웹서비스 개발 지식과 경험이..."
78efdb987e347e33,"Windows, JAVA 외 신입/경력 정규직",성남 수정구,정규직,"우대 - 응용 소프트웨어 배포 경험 우대 - JavaScript, 
Python 능통자 우대2. Linux 시스템 소프트웨어 개발자 로봇 및 자동차... 로그래머>Linux|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python"
e7cdbec773cb26d7,인프라 구축/운영(카드) 경력 채용,서울 가산동,정규직,"지니어 경험 ㆍLinux 기반 Open Source Software 프로젝트 경험 ㆍShell Script, 
Python Script 작성 가능 5년 이상 서울 종로구 전형절차 (처우협의는 채용전형 진행 중 별도 안내..."
0920302256231f43,[대명소노그룹] 부문별 신입/경력 인재,서울 송파구,정규직,"로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머..."
b7404340e4697466,[주4.5일] 딥러닝 연구 개발자,서울 구로구,정규직,"집부문 / 상세내용 사용 기술 ai/인공지능 pytorch 
python deeplearning tensorflow.js 인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발..."
